function,method,n,eval_count,mean_estimate,std_estimate,exact,mean_abs_error,rel_error,accept_rate,lag1_autocorr,ess_lag1,repeat
steep_sigmoid,monte_carlo,10,10,0.6345918072272885,0.14910206461934977,0.6299999999999982,0.0045918072272902455,0.007288582900460728,,,,30.0
steep_sigmoid,monte_carlo,50,50,0.6350639148970322,0.059403663697837984,0.6299999999999982,0.00506391489703395,0.008037960154022165,,,,30.0
steep_sigmoid,monte_carlo,100,100,0.6346734379415686,0.04906835806614995,0.6299999999999982,0.00467343794157038,0.007418155462810147,,,,30.0
steep_sigmoid,monte_carlo,500,500,0.6293079343286941,0.018318582636956116,0.6299999999999982,0.0006920656713040874,0.0010985169385779195,,,,30.0
steep_sigmoid,monte_carlo,1000,1000,0.6276159809311859,0.016757574509937225,0.6299999999999982,0.0023840190688123597,0.003784157252083121,,,,30.0
steep_sigmoid,monte_carlo,5000,5000,0.6302089681660364,0.006605230644693893,0.6299999999999982,0.00020896816603821478,0.00033169550164796087,,,,30.0
steep_sigmoid,monte_carlo,10000,10000,0.6306534952928698,0.005004190645236875,0.6299999999999982,0.0006534952928716198,0.0010372941156692407,,,,30.0
steep_sigmoid,monte_carlo,50000,50000,0.6302315856015153,0.002412795557842647,0.6299999999999982,0.000231585601517037,0.00036759619288418674,,,,30.0
steep_sigmoid,monte_carlo,100000,100000,0.629655250381717,0.0018162944401626084,0.6299999999999982,0.00034474961828123707,0.0005472216163194255,,,,30.0
steep_sigmoid,quasi_mc,10,10,0.5608676551233563,,0.6299999999999982,0.06913234487664188,0.10973388075657473,,,,
steep_sigmoid,quasi_mc,50,50,0.6107234967540941,,0.6299999999999982,0.01927650324590413,0.030597624199847913,,,,
steep_sigmoid,quasi_mc,100,100,0.6173144030099484,,0.6299999999999982,0.012685596990049786,0.02013586823817432,,,,
steep_sigmoid,quasi_mc,500,500,0.6270091855213946,,0.6299999999999982,0.0029908144786036095,0.004747324569212092,,,,
steep_sigmoid,quasi_mc,1000,1000,0.6289345014284459,,0.6299999999999982,0.001065498571552359,0.0016912675738926383,,,,
steep_sigmoid,quasi_mc,5000,5000,0.629683384884141,,0.6299999999999982,0.0003166151158572328,0.0005025636759638629,,,,
steep_sigmoid,quasi_mc,10000,10000,0.6298327501506928,,0.6299999999999982,0.00016724984930538422,0.0002654759512783884,,,,
steep_sigmoid,quasi_mc,50000,50000,0.6299589330611427,,0.6299999999999982,4.106693885552737e-05,6.5185617230996e-05,,,,
steep_sigmoid,quasi_mc,100000,100000,0.6299789981788243,,0.6299999999999982,2.1001821173927127e-05,3.333622408559871e-05,,,,
steep_sigmoid,mcmc,10,10,0.5774111045468205,0.36250651443423487,0.6299999999999982,0.052588895453177686,0.0834744372272664,0.840957095709571,0.16633991874077028,6.819217288445022,30.0
steep_sigmoid,mcmc,50,50,0.5780047255474512,0.1695823359460661,0.6299999999999982,0.051995274452547036,0.08253218167070982,0.8415238095238097,0.6369423933462585,11.776856752382514,30.0
steep_sigmoid,mcmc,100,100,0.5932032448385535,0.1388024473429131,0.6299999999999982,0.03679675516144476,0.05840754787530931,0.8416363636363636,0.672204963461403,20.415346139198103,30.0
steep_sigmoid,mcmc,500,500,0.6444998407983095,0.07022860162616966,0.6299999999999982,0.014499840798311237,0.023015620314779807,0.8412,0.6849554473650792,93.89658723221328,30.0
steep_sigmoid,mcmc,1000,1000,0.6318049324398893,0.04798451807160769,0.6299999999999982,0.0018049324398911049,0.0028649721268112858,0.8408333333333332,0.6979781027202573,178.1419936182949,30.0
steep_sigmoid,mcmc,5000,5000,0.6252617784221531,0.020541046872240773,0.6299999999999982,0.004738221577845092,0.007520986631500168,0.8410222222222222,0.7013438263552173,878.036175029837,30.0
steep_sigmoid,mcmc,10000,10000,0.6290385621245344,0.01652045840152342,0.6299999999999982,0.0009614378754638775,0.0015260918658156829,0.840730303030303,0.7001088625625431,1764.3187584824577,30.0
steep_sigmoid,mcmc,50000,50000,0.6303432636174976,0.006905632925388535,0.6299999999999982,0.0003432636174993675,0.0005448628849196325,0.8404738562091504,0.6998951177010627,8827.593097512397,30.0
steep_sigmoid,mcmc,100000,100000,0.6297413725386598,0.004426820949658489,0.6299999999999982,0.0002586274613384232,0.00041051977990226015,0.840325412541254,0.6997402782840377,17665.332112899585,30.0
